6.291666666666666519e-01,4.309743999038665157e-04,6.291666666666666519e-01,-7.343268108743203695e-04,6.291666666666666519e-01,4.007174936927788972e-05
6.333333333333333037e-01,4.309743999038667325e-04,6.333333333333333037e-01,-7.343268108743201527e-04,6.333333333333333037e-01,4.007174936927792360e-05
6.374999999999999556e-01,4.882705679757634934e-04,6.374999999999999556e-01,-6.768244591628051320e-04,6.374999999999999556e-01,4.317818735719015889e-05
6.416666666666667185e-01,6.020801858784561363e-04,6.416666666666667185e-01,-5.633027057815112593e-04,6.416666666666667185e-01,4.933562718574861593e-05
6.458333333333333703e-01,7.700367053762295242e-04,6.458333333333333703e-01,-3.979345344673533656e-04,6.458333333333333703e-01,5.844746424562462039e-05
6.500000000000000222e-01,9.867938150614715721e-04,6.500000000000000222e-01,-1.863159013470391551e-04,6.500000000000000222e-01,7.035511869884328892e-05
6.541666666666666741e-01,1.245235620797274182e-03,6.541666666666666741e-01,6.599851827465306672e-05,6.541666666666666741e-01,8.395081895838462207e-05
6.583333333333333259e-01,1.538117478778818761e-03,6.583333333333333259e-01,3.521624641806102296e-04,6.583333333333333259e-01,9.809372055757115409e-05
6.624999999999999778e-01,1.859346487379465564e-03,6.624999999999999778e-01,6.652289035169564775e-04,6.624999999999999778e-01,1.124024325907480390e-04
6.666666666666666297e-01,2.203272898620631075e-03,6.666666666666666297e-01,9.989525424437773957e-04,6.666666666666666297e-01,1.265620083351090097e-04
6.708333333333332815e-01,2.565900170228212901e-03,6.708333333333332815e-01,1.348539246629199863e-03,6.708333333333332815e-01,1.403810087070929858e-04
6.750000000000000444e-01,2.942291043114673814e-03,6.750000000000000444e-01,1.708866016414412005e-03,6.750000000000000444e-01,1.536168596637205272e-04
6.791666666666666963e-01,3.325125561665585525e-03,6.791666666666666963e-01,2.072842776328941757e-03,6.791666666666666963e-01,1.660333512831680552e-04
6.833333333333333481e-01,3.707211249434028306e-03,6.833333333333333481e-01,2.432512563339285765e-03,6.833333333333333481e-01,1.774088084361532191e-04
6.875000000000000000e-01,4.085737897175477015e-03,6.875000000000000000e-01,2.784667766279840147e-03,6.875000000000000000e-01,1.875409864141016421e-04
6.916666666666666519e-01,4.462888346337749203e-03,6.916666666666666519e-01,3.131842420703037644e-03,6.916666666666666519e-01,1.962505288280150153e-04
6.958333333333333037e-01,4.836987604791051498e-03,6.958333333333333037e-01,3.472619618682054078e-03,6.958333333333333037e-01,2.042698661916999691e-04
6.999999999999999556e-01,5.206068505423350201e-03,6.999999999999999556e-01,3.804637923764212729e-03,6.999999999999999556e-01,2.123428820653783331e-04
7.041666666666667185e-01,5.570469079569507001e-03,7.041666666666667185e-01,4.127817351119642680e-03,7.041666666666667185e-01,2.203249494951083922e-04
7.083333333333333703e-01,5.929388808124491650e-03,7.083333333333333703e-01,4.441618730918519761e-03,7.083333333333333703e-01,2.280733850129484941e-04
7.125000000000000222e-01,6.281191064668512937e-03,7.125000000000000222e-01,4.744339078424134569e-03,7.125000000000000222e-01,2.354499768978000819e-04
7.166666666666666741e-01,6.621313963565167091e-03,7.166666666666666741e-01,5.031293382673150162e-03,7.166666666666666741e-01,2.423230920059559314e-04
7.208333333333333259e-01,6.946941120836170810e-03,7.208333333333333259e-01,5.300590668129389477e-03,7.208333333333333259e-01,2.485700225605799100e-04
7.249999999999999778e-01,7.254841817006463071e-03,7.249999999999999778e-01,5.549300358795561036e-03,7.249999999999999778e-01,2.540792399503208885e-04
7.291666666666666297e-01,7.541859025589206685e-03,7.291666666666666297e-01,5.773876515765924596e-03,7.291666666666666297e-01,2.587525845875779493e-04
7.333333333333332815e-01,7.807664876835445147e-03,7.333333333333332815e-01,5.973800875565718482e-03,7.333333333333332815e-01,2.625070485160956404e-04
7.375000000000000444e-01,8.051667405682071468e-03,7.375000000000000444e-01,6.148640311067114263e-03,7.375000000000000444e-01,2.652760253733506095e-04
7.416666666666666963e-01,8.270297370910001736e-03,7.416666666666666963e-01,6.295006687135928578e-03,7.416666666666666963e-01,2.670102541149670583e-04
7.458333333333333481e-01,8.459946690803904837e-03,7.458333333333333481e-01,6.410148893845994678e-03,7.458333333333333481e-01,2.676787298109133432e-04
7.500000000000000000e-01,8.618230616651414988e-03,7.500000000000000000e-01,6.493951558714565475e-03,7.500000000000000000e-01,2.672694659195307045e-04
7.541666666666666519e-01,8.743951143038670992e-03,7.541666666666666519e-01,6.546640995459382731e-03,7.541666666666666519e-01,2.657897657648038885e-04
7.583333333333333037e-01,8.839734464561838784e-03,7.583333333333333037e-01,6.572002982271342789e-03,7.583333333333333037e-01,2.632635758649816394e-04
7.624999999999999556e-01,8.909552371202732884e-03,7.624999999999999556e-01,6.574531849791776655e-03,7.624999999999999556e-01,2.597332165380858036e-04
7.666666666666667185e-01,8.959246927763153331e-03,7.666666666666667185e-01,6.559991280768442609e-03,7.666666666666667185e-01,2.552599686845779484e-04
