1.750000000000000000e+00,1.518056866165783461e-03,1.750000000000000000e+00,-2.975109794022991324e-04,1.750000000000000000e+00,-2.543491615122238023e-04
1.758333333333333304e+00,1.518056866165783461e-03,1.758333333333333304e+00,-2.975109794022990782e-04,1.758333333333333304e+00,-2.543491615122238023e-04
1.766666666666666607e+00,1.506861830410723656e-03,1.766666666666666607e+00,-3.095333882522546928e-04,1.766666666666666607e+00,-2.544994139261203122e-04
1.774999999999999911e+00,1.484592259493537191e-03,1.774999999999999911e+00,-3.317930953055232791e-04,1.774999999999999911e+00,-2.548186940959617760e-04
1.783333333333333437e+00,1.451862848525527563e-03,1.783333333333333437e+00,-3.625564271220705573e-04,1.783333333333333437e+00,-2.553136107773663053e-04
1.791666666666666741e+00,1.409032283172663436e-03,1.791666666666666741e+00,-4.007474140053289514e-04,1.791666666666666741e+00,-2.559865589437645755e-04
1.800000000000000044e+00,1.356756861657360241e-03,1.800000000000000044e+00,-4.448193651715470244e-04,1.800000000000000044e+00,-2.568464853633516424e-04
1.808333333333333348e+00,1.297190192141403631e-03,1.808333333333333348e+00,-4.921657709094966410e-04,1.808333333333333348e+00,-2.578372148675333979e-04
1.816666666666666652e+00,1.231570871835523020e-03,1.816666666666666652e+00,-5.406188615731560062e-04,1.816666666666666652e+00,-2.588743533334314983e-04
1.824999999999999956e+00,1.159824863122832592e-03,1.824999999999999956e+00,-5.895503215603036581e-04,1.824999999999999956e+00,-2.598763587772135895e-04
1.833333333333333259e+00,1.083142321359331335e-03,1.833333333333333259e+00,-6.391285904460586743e-04,1.833333333333333259e+00,-2.607753124380019394e-04
1.841666666666666563e+00,1.003875878622692390e-03,1.841666666666666563e+00,-6.887464589193809670e-04,1.841666666666666563e+00,-2.615656475438961695e-04
1.850000000000000089e+00,9.246748374571830313e-04,1.850000000000000089e+00,-7.372875075553919112e-04,1.850000000000000089e+00,-2.622653610237317672e-04
1.858333333333333393e+00,8.471944646864290997e-04,1.858333333333333393e+00,-7.842591800756870419e-04,1.858333333333333393e+00,-2.628796868082221533e-04
1.866666666666666696e+00,7.713559266590029389e-04,1.866666666666666696e+00,-8.302241063292164396e-04,1.866666666666666696e+00,-2.633846827616010246e-04
1.875000000000000000e+00,6.965586080870901295e-04,1.875000000000000000e+00,-8.755230754956325450e-04,1.875000000000000000e+00,-2.637492929439552518e-04
1.883333333333333304e+00,6.223080296561252309e-04,1.883333333333333304e+00,-9.204722373141067124e-04,1.883333333333333304e+00,-2.639008487020680057e-04
1.891666666666666607e+00,5.479791276715179765e-04,1.891666666666666607e+00,-9.663993621640833923e-04,1.891666666666666607e+00,-2.637757455193415744e-04
1.899999999999999911e+00,4.725872723959546494e-04,1.899999999999999911e+00,-1.014661256214129375e-03,1.899999999999999911e+00,-2.633699305144794394e-04
1.908333333333333437e+00,3.953262485062701841e-04,1.908333333333333437e+00,-1.066266140004859444e-03,1.908333333333333437e+00,-2.626641200933887022e-04
1.916666666666666741e+00,3.162408054509145369e-04,1.916666666666666741e+00,-1.121368974068619791e-03,1.916666666666666741e+00,-2.616431573558229673e-04
1.925000000000000044e+00,2.367810891410648453e-04,1.925000000000000044e+00,-1.179526901976428628e-03,1.925000000000000044e+00,-2.602640498256285546e-04
1.933333333333333348e+00,1.582402694982764540e-04,1.933333333333333348e+00,-1.240635492526784463e-03,1.933333333333333348e+00,-2.592888899227263188e-04
1.941666666666666652e+00,8.103292145007301526e-05,1.941666666666666652e+00,-1.305365240900485061e-03,1.941666666666666652e+00,-2.594711164465231018e-04
1.949999999999999956e+00,5.317923534946559713e-06,1.949999999999999956e+00,-1.373820226182349532e-03,1.949999999999999956e+00,-2.606883453793950277e-04
1.958333333333333259e+00,-6.835709469947299100e-05,1.958333333333333259e+00,-1.445508140618766927e-03,1.958333333333333259e+00,-2.628727742723186637e-04
1.966666666666666563e+00,-1.391051500402251347e-04,1.966666666666666563e+00,-1.519867133060006856e-03,1.966666666666666563e+00,-2.659427510498367660e-04
1.975000000000000089e+00,-2.055506177768070956e-04,1.975000000000000089e+00,-1.595601809707930790e-03,1.975000000000000089e+00,-2.697284623672239383e-04
1.983333333333333393e+00,-2.669981285780943596e-04,1.983333333333333393e+00,-1.672945151065095663e-03,1.983333333333333393e+00,-2.740653475636326453e-04
1.991666666666666696e+00,-3.230741735087877043e-04,1.991666666666666696e+00,-1.752749917312644741e-03,1.991666666666666696e+00,-2.788136792305299363e-04
2.000000000000000000e+00,-3.728831145314889079e-04,2.000000000000000000e+00,-1.834207232610445470e-03,2.000000000000000000e+00,-2.847595012249246721e-04
2.008333333333333304e+00,-4.167956173142504136e-04,2.008333333333333304e+00,-1.916644722193270364e-03,2.008333333333333304e+00,-2.935866845567431912e-04
2.016666666666666607e+00,-4.565765019170027928e-04,2.016666666666666607e+00,-2.000328263545436344e-03,2.016666666666666607e+00,-3.069719901597176307e-04
2.024999999999999911e+00,-4.948014248596067054e-04,2.024999999999999911e+00,-2.085512890983502558e-03,2.024999999999999911e+00,-3.259877967558415550e-04
2.033333333333333215e+00,-5.332715479512508717e-04,2.033333333333333215e+00,-2.172562517559298214e-03,2.033333333333333215e+00,-3.515624327816206868e-04
2.041666666666666519e+00,-5.726223026424838349e-04,2.041666666666666519e+00,-2.261219759506385811e-03,2.041666666666666519e+00,-3.850241905847109685e-04
2.049999999999999822e+00,-6.139226965494274388e-04,2.049999999999999822e+00,-2.351065854078816623e-03,2.049999999999999822e+00,-4.275608396282662795e-04
2.058333333333333126e+00,-6.578628640021864709e-04,2.058333333333333126e+00,-2.441261792768347622e-03,2.058333333333333126e+00,-4.797578541358633636e-04
2.066666666666666874e+00,-7.030279170991781236e-04,2.066666666666666874e+00,-2.529206561277455058e-03,2.066666666666666874e+00,-5.417394619935867904e-04
2.075000000000000178e+00,-7.477089726013524604e-04,2.075000000000000178e+00,-2.612346898415007085e-03,2.075000000000000178e+00,-6.134541829554201672e-04
2.083333333333333481e+00,-7.920537594725649434e-04,2.083333333333333481e+00,-2.690086944791035724e-03,2.083333333333333481e+00,-6.949529638809211337e-04
2.091666666666666785e+00,-8.374361705668273686e-04,2.091666666666666785e+00,-2.763632905641708135e-03,2.091666666666666785e+00,-7.865465885968567477e-04
2.100000000000000089e+00,-8.850216125520621833e-04,2.100000000000000089e+00,-2.833672296632654825e-03,2.100000000000000089e+00,-8.883816527913740609e-04
2.108333333333333393e+00,-9.343235560157537624e-04,2.108333333333333393e+00,-2.899305425658838063e-03,2.108333333333333393e+00,-1.000434030364415541e-03
2.116666666666666696e+00,-9.848842707941801548e-04,2.116666666666666696e+00,-2.959980603783841577e-03,2.116666666666666696e+00,-1.122494069520890486e-03
2.125000000000000000e+00,-1.037577119725164492e-03,2.125000000000000000e+00,-3.015493147498666659e-03,2.125000000000000000e+00,-1.254174600639352318e-03
2.133333333333333304e+00,-1.091175983250804995e-03,2.133333333333333304e+00,-3.064587558206038377e-03,2.133333333333333304e+00,-1.394916780192127434e-03
2.141666666666666607e+00,-1.144198796407836297e-03,2.141666666666666607e+00,-3.106127541574206681e-03,2.141666666666666607e+00,-1.544003634991348087e-03
2.149999999999999911e+00,-1.196153197323450695e-03,2.149999999999999911e+00,-3.139231017043088434e-03,2.149999999999999911e+00,-1.700563155751106011e-03
2.158333333333333215e+00,-1.246436088273063410e-03,2.158333333333333215e+00,-3.164029248830727784e-03,2.158333333333333215e+00,-1.863571355963595686e-03
2.166666666666666519e+00,-1.294650154307556370e-03,2.166666666666666519e+00,-3.181847889512561499e-03,2.166666666666666519e+00,-2.031885842349100829e-03
2.174999999999999822e+00,-1.340146235227982884e-03,2.174999999999999822e+00,-3.193601556244814003e-03,2.174999999999999822e+00,-2.204285182092906997e-03
2.183333333333333126e+00,-1.382411565214462963e-03,2.183333333333333126e+00,-3.199944979821216923e-03,2.183333333333333126e+00,-2.379472690361836805e-03
2.191666666666666874e+00,-1.421805217287873836e-03,2.191666666666666874e+00,-3.202018269161131803e-03,2.191666666666666874e+00,-2.556092171587151431e-03
2.200000000000000178e+00,-1.459853662722286659e-03,2.200000000000000178e+00,-3.201596830050135525e-03,2.200000000000000178e+00,-2.732822518930257908e-03
2.208333333333333481e+00,-1.497017427002411954e-03,2.208333333333333481e+00,-3.199999912719237241e-03,2.208333333333333481e+00,-2.908369744958131699e-03
2.216666666666666785e+00,-1.533432952327443838e-03,2.216666666666666785e+00,-3.198166837625604844e-03,2.216666666666666785e+00,-3.081445325670486603e-03
2.225000000000000089e+00,-1.570853607963980467e-03,2.225000000000000089e+00,-3.197153842429711380e-03,2.225000000000000089e+00,-3.250776810895909807e-03
2.233333333333333393e+00,-1.610546500214165688e-03,2.233333333333333393e+00,-3.197852289727683411e-03,2.233333333333333393e+00,-3.415107491030097350e-03
2.241666666666666696e+00,-1.652854721146487620e-03,2.241666666666666696e+00,-3.201221179749381366e-03,2.241666666666666696e+00,-3.573262088641926924e-03
2.250000000000000000e+00,-1.698484481630656903e-03,2.250000000000000000e+00,-3.207907355436042871e-03,2.250000000000000000e+00,-3.724193565524007606e-03
2.258333333333333304e+00,-1.748448427547229494e-03,2.258333333333333304e+00,-3.218752956031270280e-03,2.258333333333333304e+00,-3.867025112273281447e-03
2.266666666666666607e+00,-1.803754774942142435e-03,2.266666666666666607e+00,-3.235345261672498921e-03,2.266666666666666607e+00,-4.001970200633038488e-03
2.274999999999999911e+00,-1.864832436001131761e-03,2.274999999999999911e+00,-3.259222250899825642e-03,2.274999999999999911e+00,-4.129414310471049565e-03
2.283333333333333215e+00,-1.931558708573390170e-03,2.283333333333333215e+00,-3.289976481111770226e-03,2.283333333333333215e+00,-4.248934842649431352e-03
2.291666666666666519e+00,-2.003507071221671647e-03,2.291666666666666519e+00,-3.326323963929231527e-03,2.291666666666666519e+00,-4.360196216359800078e-03
2.299999999999999822e+00,-2.080810044244409997e-03,2.299999999999999822e+00,-3.368325669482957058e-03,2.299999999999999822e+00,-4.462981856621786939e-03
2.308333333333333126e+00,-2.162945072700799259e-03,2.308333333333333126e+00,-3.415681057896963538e-03,2.308333333333333126e+00,-4.557226935081942591e-03
2.316666666666666874e+00,-2.248757558750708995e-03,2.316666666666666874e+00,-3.468044091621638216e-03,2.316666666666666874e+00,-4.643099664658850018e-03
2.325000000000000178e+00,-2.337418710909368227e-03,2.325000000000000178e+00,-3.525913532104196953e-03,2.325000000000000178e+00,-4.720432262585517666e-03
2.333333333333333481e+00,-2.427166321852258085e-03,2.333333333333333481e+00,-3.588669576475136784e-03,2.333333333333333481e+00,-4.790092070822062759e-03
2.341666666666666785e+00,-2.515873653757807506e-03,2.341666666666666785e+00,-3.654980916836214969e-03,2.341666666666666785e+00,-4.854519292071464952e-03
2.350000000000000089e+00,-2.602386999835172490e-03,2.350000000000000089e+00,-3.724034313353248929e-03,2.350000000000000089e+00,-4.915297092076074958e-03
2.358333333333333393e+00,-2.686038605048506056e-03,2.358333333333333393e+00,-3.794652206032956242e-03,2.358333333333333393e+00,-4.974120055203764580e-03
2.366666666666666696e+00,-2.766225913901168912e-03,2.366666666666666696e+00,-3.866117097501895524e-03,2.366666666666666696e+00,-5.033686351017900400e-03
2.375000000000000000e+00,-2.842509161480034213e-03,2.375000000000000000e+00,-3.937736485433889107e-03,2.375000000000000000e+00,-5.096653093752080352e-03
2.383333333333333304e+00,-2.913615072291670955e-03,2.383333333333333304e+00,-4.008036749307375239e-03,2.383333333333333304e+00,-5.164683511985573502e-03
2.391666666666666607e+00,-2.978627567087859494e-03,2.391666666666666607e+00,-4.076524374666113879e-03,2.391666666666666607e+00,-5.237479936947257372e-03
2.399999999999999911e+00,-3.036941666475534082e-03,2.399999999999999911e+00,-4.142901098793614831e-03,2.399999999999999911e+00,-5.314635559018262081e-03
2.408333333333333215e+00,-3.087629760109253038e-03,2.408333333333333215e+00,-4.206541630810901183e-03,2.408333333333333215e+00,-5.396521060368615966e-03
2.416666666666666519e+00,-3.129353201960873021e-03,2.416666666666666519e+00,-4.266859625975852333e-03,2.416666666666666519e+00,-5.483949925983188679e-03
2.424999999999999822e+00,-3.160777192994033112e-03,2.424999999999999822e+00,-4.322659842159573378e-03,2.424999999999999822e+00,-5.577679019542187630e-03
2.433333333333333126e+00,-3.181387520125425732e-03,2.433333333333333126e+00,-4.372802680127622042e-03,2.433333333333333126e+00,-5.677825271082082188e-03
2.441666666666666874e+00,-3.190932727261135485e-03,2.441666666666666874e+00,-4.416830796127991718e-03,2.441666666666666874e+00,-5.784392163223454897e-03
2.450000000000000178e+00,-3.190708246854463519e-03,2.450000000000000178e+00,-4.456041064729332132e-03,2.450000000000000178e+00,-5.897715298613500669e-03
2.458333333333333481e+00,-3.182135918927379500e-03,2.458333333333333481e+00,-4.492230660246135376e-03,2.458333333333333481e+00,-6.018300561945423219e-03
2.466666666666666785e+00,-3.165771334123367378e-03,2.466666666666666785e+00,-4.525887991248867849e-03,2.466666666666666785e+00,-6.146523338023052348e-03
2.475000000000000089e+00,-3.142045843313076917e-03,2.475000000000000089e+00,-4.557052180090866503e-03,2.475000000000000089e+00,-6.282331873351718575e-03
